Тип жилья,Кол-во комнат,Станция метро,Время в пути,Этаж,Общая площадь комнат,Наличие ремонта,Год постройки,Срок сдачи,Тип дома,Цена
Вторичка,3-комн,Бульвар Адмирала Ушакова,4 мин. пешком,10,"77,9",Евроремонт,2002,,Панельный,12 800 000 
Вторичка Апартаменты,2-комн,Новокузнецкая,12 мин. пешком,2,53,Без ремонта,,,,28 240 000 
Вторичка Апартаменты,3-комн,Новокузнецкая,12 мин. пешком,3,107,Без ремонта,,,,61 900 000 
Вторичка,4-комн,Парк Культуры,10 мин. пешком,3,155,Без ремонта,,,,109 000 000 
Вторичка,3-комн,Кантемировская,11 мин. пешком,4,64,Косметический,1989,,Блочный,11 300 000 
Вторичка,2-комн,Красногвардейская,2 мин. на транспорте,1,"46,9",Косметический,1979,,Панельный,7 400 000 
Новостройка,4-комн,Белорусская,10 мин. пешком,2,"158,2",,,2021,,61 962 194 
Вторичка,3-комн,Аннино,6 мин. пешком,10,73,Косметический,1978,,Панельный,11 200 000 
Вторичка,1-комн,Бунинская аллея,8 мин. пешком,22,53,Дизайнерский,2011,,Монолитный,11 800 000 
Вторичка,1-комн,Красный Строитель,6 мин. пешком,6,35,Косметический,1980,,Панельный,7 200 000 
Вторичка Пентхаус,Многокомнатная квартира,Кропоткинская,3 мин. пешком,7,200,Косметический,,,,79 317 000 
Вторичка,1-комн,Ясенево,10 мин. пешком,5,"32,7",Косметический,1978,,Монолитный,6 850 000 
Новостройка Апартаменты,2-комн,Бибирево,9 мин. пешком,8,44,,,2019,,6 400 000 
Новостройка,2-комн,Варшавская,9 мин. пешком,7,"65,48",,,2021,Монолитный,9 449 000 
Вторичка,3-комн,ВДНХ,11 мин. пешком,1,"81,4",Евроремонт,1956,,Кирпичный,14 770 000 
Вторичка,1-комн,Тропарево,5 мин. на транспорте,8,"49,9",Без ремонта,2013,,Кирпичный,10 700 000 
Вторичка,3-комн,Нахимовский проспект,3 мин. на транспорте,2,"91,2",Евроремонт,2009,,Панельный,24 300 000 
Новостройка,1-комн,Автозаводская,11 мин. пешком,7,40,,,,,12 990 000 
Новостройка,3-комн,Каширская,5 мин. на транспорте,18,"92,16",,,2021,,15 500 000 
Вторичка,2-комн,Бибирево,5 мин. на транспорте,11,"53,7",Евроремонт,1978,,Панельный,10 500 000 
Новостройка,4-комн,Автозаводская,11 мин. пешком,22,"173,23",,,,,49 700 000 
Вторичка,1-комн,Славянский бульвар,15 мин. пешком,4,"35,3",Косметический,1962,,,7 800 000 
Вторичка,1-комн,Бульвар Дмитрия Донского,9 мин. пешком,19,40,Косметический,1992,,Панельный,7 150 000 
Новостройка,4-комн,Выставочная,7 мин. пешком,18,"126,8",,,2019,,59 596 000 
,1-комн,Войковская,4 мин. пешком,2,30,,,,,7 950 000 
Вторичка,2-комн,Каширская,15 мин. пешком,19,59,Косметический,2001,,Панельный,10 200 000 
Вторичка,5-комн,Молодежная,4 мин. пешком,22,250,Без ремонта,2018,,Монолитный,58 000 000 
Вторичка,4-комн,Кропоткинская,10 мин. пешком,5,200,Без ремонта,2010,,Монолитный,166 000 000 
Вторичка,1-комн,Беляево,4 мин. на транспорте,5,"38,8",Косметический,2002,,Панельный,9 000 000 
Новостройка,3-комн,Китай-город,5 мин. пешком,2,"224,4",,,2020,,210 936 000 
Новостройка,3-комн,Китай-город,5 мин. пешком,2,"203,5",,,2020,,200 606 000 
Новостройка,2-комн,Китай-город,5 мин. пешком,3,169,,,2020,,177 450 000 
Новостройка,2-комн,Китай-город,5 мин. пешком,3,"120,8",,,2020,,125 632 000 
Новостройка,3-комн,Китай-город,5 мин. пешком,1,260,,,2020,,279 230 000 
Вторичка Апартаменты,2-комн,Петровский Парк,5 мин. на транспорте,3,110,Евроремонт,2019,,Монолитный,54 700 000 
Вторичка,4-комн,Славянский бульвар,4 мин. на транспорте,11,197,Евроремонт,2001,,Монолитный,50 000 000 
Вторичка,1-комн,Автозаводская,7 мин. пешком,11,"37,2",Косметический,2001,,Кирпичный,9 350 000 
Вторичка,3-комн,Воробьевы горы,10 мин. пешком,13,116,Дизайнерский,2007,,Монолитный,80 000 000 
Вторичка,1-комн,Бабушкинская,5 мин. на транспорте,5,32,Косметический,1966,,Монолитный,6 050 000 
Вторичка,1-комн,Академическая,11 мин. пешком,9,31,Косметический,1964,,Кирпичный,7 600 000 
Новостройка,2-комн,Фили,6 мин. пешком,2,"66,1",,,2020,Монолитный,18 177 500 
Новостройка,4-комн,Фили,6 мин. пешком,5,"105,4",,,2020,Монолитный,31 620 000 
Новостройка,3-комн,Фили,6 мин. пешком,8,"84,3",,,2020,Монолитный,24 194 100 
Вторичка,2-комн,Бабушкинская,15 мин. пешком,2,"66,1",,1964,,Кирпичный,12 228 500 
Вторичка,1-комн,Бабушкинская,15 мин. пешком,6,"41,7",,1964,,Кирпичный,8 131 500 
Вторичка,2-комн,Текстильщики,10 мин. пешком,5,52,Евроремонт,1969,,Панельный,8 500 000 
Вторичка Апартаменты,2-комн,Тестовская,3 мин. пешком,19,96,Дизайнерский,,,,41 000 000 
Вторичка,1-комн,Домодедовская,5 мин. пешком,15,41,Евроремонт,,,,7 700 000 
Вторичка,2-комн,Дмитровская,2 мин. пешком,6,"56,2",Косметический,1953,,Блочный,15 000 000 
Вторичка,1-комн,Площадь Ильича,5 мин. пешком,2,"43,8",Без ремонта,,,,9 650 000 
Новостройка,1-комн,Багратионовская,5 мин. на транспорте,10,"40,1",,,2020,Монолитный,11 270 000 
Вторичка,3-комн,Новоясеневская,6 мин. пешком,2,"58,6",Косметический,1978,,Монолитный,9 800 000 
Вторичка,2-комн,Кантемировская,5 мин. пешком,4,37,Евроремонт,1965,,Панельный,7 450 000 
Вторичка,3-комн,Аэропорт,12 мин. пешком,15,98,Без ремонта,2008,,Монолитный,21 950 000 
Вторичка,3-комн,Улица Скобелевская,10 мин. на транспорте,11,"73,6",Косметический,1996,,Панельный,9 500 000 
Вторичка,1-комн,Братиславская,12 мин. пешком,1,"41,4",Косметический,2000,,Панельный,7 200 000 
Вторичка,2-комн,Братиславская,3 мин. пешком,3,54,,1999,,Панельный,10 990 000 
Новостройка,3-комн,Авиамоторная,10 мин. пешком,10,98,,,,,18 900 000 
Вторичка,2-комн,Бульвар Дмитрия Донского,3 мин. пешком,8,59,Косметический,1991,,Панельный,9 700 000 
Вторичка,2-комн,Пролетарская,4 мин. пешком,14,"49,3",Косметический,1977,,Панельный,14 700 000 
Вторичка,1-комн,Кунцевская,12 мин. пешком,9,"32,7",Косметический,1968,,Панельный,6 995 000 
Вторичка,3-комн,Домодедовская,15 мин. пешком,3,83,Косметический,2000,,Панельный,16 000 000 
Вторичка,4-комн,Ленинский проспект,10 мин. пешком,4,177,Дизайнерский,2010,,Монолитный,54 500 000 
